CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220620,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228751,701,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220621,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228771,701,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220622,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228793,702,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220623,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228805,702,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220624,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228840,702,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220625,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228895,702,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220626,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228904,702,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220627,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,228945,703,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220628,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229009,703,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220629,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229048,703,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220630,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229106,703,V,Over 50%,13.89,13.89,38.02,38.02,39.88,39.88,25.00,25.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220701,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229147,703,V,Over 50%,13.89,13.89,34.90,34.90,39.88,39.88,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220702,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229162,704,V,Over 50%,13.89,13.89,34.90,34.90,39.88,39.88,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220703,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229210,705,V,Over 50%,13.89,13.89,34.90,34.90,39.88,39.88,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220704,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,1.00,1,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229348,706,V,Over 50%,13.89,13.89,34.90,34.90,39.88,39.88,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220705,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229439,706,V,Over 50%,13.89,13.89,32.81,32.81,37.50,37.50,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220706,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229501,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220707,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229609,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220708,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229670,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220709,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229775,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220710,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229864,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220711,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,229982,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220712,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230124,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220713,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230229,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220714,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230348,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220715,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230414,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220716,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230589,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220717,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230646,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220718,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,230926,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220719,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231066,706,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220720,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231204,707,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220721,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231411,707,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220722,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231558,708,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220723,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231678,708,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220724,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231714,708,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220725,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,231911,708,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220726,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232080,708,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220727,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232225,709,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220728,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232384,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220729,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232602,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220730,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232738,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220731,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,232800,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220801,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,233137,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220802,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,233137,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220803,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,233542,710,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220804,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,233751,711,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220805,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,233932,711,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220806,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234080,711,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220807,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234144,711,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220808,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234387,712,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220809,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234522,715,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220810,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234700,715,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220811,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,234926,715,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220812,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235065,716,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220813,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235179,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220814,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235179,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220815,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235307,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220816,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235529,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220817,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235682,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220818,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235840,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220819,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,235970,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220820,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236050,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220821,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236105,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220822,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236319,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220823,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236416,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220824,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236545,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
India,IND,Mizoram,IND_MZ,STATE_TOTAL,20220825,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,0.00,,,2.00,1,3.00,1.00,,0.00,4.00,1,5.00,1,0.00,,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,236670,717,V,Over 50%,13.89,13.89,29.69,29.69,33.93,33.93,0.00,0.00
